runningId,oid_mivne,id_binyan,t_sug_mivne,ms_komot,shem_mivne,t_amudim,id_binyan_orig,gova2009
,29765,31544,____ ____,4,,__,77406,18
,29767,31546,____ ____,4,,__,78966,16
,29768,31547,____ ____,3,,__,77345,14
,29769,31548,____ ____,3,,__,77551,17
,29770,31549,____ ____,4,,__,77550,21
,29771,31550,____ ____,3,,__,73169,17
,29772,31551,____ ____,4,,__,77547,17
,29773,31552,____ ____,4,,__,78967,16
,29774,31553,____ ____,4,,__,73163,17
,29776,31555,____ ____,4,,__,77435,15
,29777,31556,____ ____,4,,_____ ____ ______,77419,17
,29778,31557,____ ____,4,,__,77459,15
,29779,31558,____ ____,4,,__,72850,15
,29780,31559,____ ____,3,,__,77458,13
,29781,31560,____ ____,3,,__,72852,13
,29782,31561,____ ____,3,,__,72854,12
,29784,31563,____ ____,4,,_____ ____ ______,68298,17
,29786,31565,____ ____,4,,_____ ____ ______,77424,16
,29787,31566,____ ____,4,,__,72847,17
,29788,31567,____ ____,4,,_____ ____ ______,77422,14
,29789,31568,____ ____,5,,__,73197,21
,29790,31569,____ ____,4,,__,68294,15
,29791,31570,____ ____,4,,_____ ____ ______,68282,17
,29792,31571,____ ____,4,,_____ ____ ______,68283,17
,29793,31572,____ ____,4,,__,77509,25
,29795,31574,____ ____,4,,__,77503,22
,29796,31575,____ ____,4,,__,77505,18
,29797,31576,____ ____,4,,__,77506,16
,29798,31577,____ ____,4,,__,68528,12
,29799,31578,____ ____,4,,_____ ____ ______,69222,15
,29800,31579,____ ____,3,,__,68525,14
,29801,31580,____ ____,3,,__,68287,17
,29802,31581,____ ____,4,,__,68289,18
,29804,31583,____ ____,4,,_____ ____ ______,82628,17
,29805,31584,____ ____,3,,__,77576,13
,29806,31585,____ ____,3,,__,77574,19
,29807,31586,____ ____,4,,__,77568,17
,29808,31587,____ ____,5,,__,77541,16
,29809,31589,____ ____,4,,__,77542,15
,29810,31590,____ ____,3,,__,77522,13
,29811,31591,____ ____,3,,__,77249,16
,29812,31592,____ ____,3,,__,77247,14
,29813,31593,____ ____,4,,_____ ____ ______,77318,16
,29814,31594,____ ____,4,,_____ ____ ______,69083,14
,29815,31595,____ ____,3,,__,69224,15
,29816,31596,____ ____,4,,_____ ____ ______,73203,16
,29817,31597,____ ____,3,,__,73494,13
,29818,31598,____ ____,4,,_____ ____ ______,77101,15
,29819,31599,____ ____,4,,_____ ____ ______,77176,18
,29820,31600,____ ____,4,,__,77174,15
,29821,31601,____ ____,3,,__,73493,16
,29822,31602,____ ____,4,,_____ ____ ______,69606,19
,29823,31603,____ ____,4,,__,68285,18
,29828,31608,____ ____,3,,__,66063,17
,29829,31609,____ ____,4,,__,77564,17
,29830,31610,____ ____,5,,__,77562,9
,29831,31611,____ ____,4,,__,77560,19
,29832,31612,____ ____,6,,__,77601,32
,29833,31613,____ ____,3,,__,66061,15
,29835,31615,____ ____,3,,__,77557,16
,29836,31616,____ ____,5,,__,77559,16
,29837,31617,____ ____,3,,__,78960,19
,29838,31618,____ ____,4,,__,66059,20
,29839,31619,____ ____,4,,__,72859,17
,29840,31620,____ ____,4,,__,72861,12
,29841,31621,____ ____,4,,__,130351,17
,29842,31622,____ ____,3,,__,72863,15
,29843,31623,____ ____,3,,__,69121,11
,29844,31624,____ ____,1,,__,51144,4
,29845,31625,____ ____,3,,__,66028,17
,29846,31626,____ ____,3,,__,66026,12
,29847,31627,____ ____,3,,__,69038,14
,29848,31628,____ ____,4,,__,69043,19
,29849,31629,____ ____,4,,__,69045,16
,29850,31630,____ ____,3,,__,65590,15
,29851,31631,____ ____,4,,_____ ____ ______,69048,16
,29852,31632,____ ____,4,,_____ ____ ______,77650,15
,29853,31633,____ ____,3,,__,69058,15
,29854,31634,____ ____,4,,_____ ____ ______,69052,17
,29855,31635,____ ____,4,,__,72883,17
,29856,31636,____ ____,3,,__,72884,15
,29857,31637,____ ____,4,,__,69209,15
,29859,31639,____ ____,4,,_____ ____ ______,73180,15
,29860,31640,____ ____,4,,__,73178,16
,29861,31641,____ ____,4,,__,77344,20
,29862,31642,____ ____,4,,_____ ____ ______,73176,17
,29863,31643,____ ____,4,,__,73174,16
,29864,31644,____ ____,4,,_____ ____ ______,73170,16
,29865,31645,____ ____,4,,__,73166,13
,29866,31646,____ ____,4,,_____ ____ ______,77243,16
,29867,31647,____ ____,4,,_____ ____ ______,77241,15
,29868,31648,____ ____,4,,_____ ____ ______,77239,18
,29869,31649,____ ____,4,,_____ ____ ______,77260,15
,29870,31650,____ ____,4,,_____ ____ ______,77237,16
,29871,31651,____ ____,4,,_____ ____ ______,77258,15
,29872,31652,____ ____,4,,_____ ____ ______,77235,15
,29873,31653,____ ____,4,,__,77312,18
,29874,31654,____ ____,4,,_____ ____ ______,77256,16
,29875,31655,____ ____,3,,__,77250,10
,29876,31656,____ ____,4,,__,77314,17
,29877,31657,____ ____,3,,__,78974,15
,29878,31658,____ ____,4,,_____ ____ ______,77236,17
,29879,31659,____ ____,4,,_____ ____ ______,77240,15
,29880,31660,____ ____,3,,__,77228,17
,29881,31661,____ ____,4,,__,77142,15
,29882,31662,____ ____,3,,__,73374,15
,29883,31663,____ ____,4,,_____ ____ ______,73200,18
,29884,31664,____ ____,4,,_____ ____ ______,73501,18
,29885,31665,____ ____,3,,__,77146,14
,29886,31666,____ ____,3,,__,73199,17
,29887,31667,____ ____,4,,_____ ____ ______,77369,16
,29888,31668,____ ____,5,,_____ ____ ______,77128,18
,29889,31669,____ ____,3,,__,73383,16
,29890,31670,____ ____,3,,__,77117,15
,29891,31671,____ ____,3,,__,77149,16
,29892,31672,____ ____,5,,_____ ____ ______,77375,20
,29893,31673,____ ____,4,,__,77127,14
,29894,31674,____ ____,3,,__,130314,16
,29895,31675,____ ____,3,,__,77116,12
,29896,31676,____ ____,5,____ _____,_____ ____ ______,73195,22
,29897,31677,____ ____,4,,__,73380,16
,29898,31678,____ ____,3,,_____ ____ ______,77130,17
,29903,31683,____ ____,4,,__,77566,17
,29904,31684,____ ____,4,,__,72849,18
,29905,31685,____ ____,4,,_____ ____ ______,77420,17
,29906,31686,____ ____,5,,__,77431,20
,29907,31687,____ ____,4,,__,72851,15
,29908,31688,____ ____,4,,_____ ____ ______,77432,20
,29909,31689,____ ____,4,,__,72853,14
,29910,31690,____ ____,4,,__,72842,15
,29911,31691,____ ____,4,,__,77330,20
,29912,31692,____ ____,4,,__,72855,14
,29913,31693,____ ____,4,,__,77329,18
,29914,31694,____ ____,4,,__,72857,17
,29915,31695,____ ____,4,,__,73154,18
,29916,31696,____ ____,4,,__,78968,16
,29917,31697,____ ____,3,,__,73152,15
,29918,31698,____ ____,3,,__,73150,15
,29919,31699,____ ____,4,,__,77433,16
,29920,31700,____ ____,3,,__,77457,14
,29921,31701,____ ____,3,,__,77456,17
,29922,31702,____ ____,4,,__,130195,19
,29924,31704,____ ____,3,,__,72846,15
,29925,31705,____ ____,3,,__,77421,16
,29926,31706,____ ____,3,,__,77331,16
,29927,31707,____ ____,4,,_____ ____ ______,77434,18
,29928,31708,____ ____,4,,__,72848,15
,29929,31709,____ ____,4,,__,77332,17
,29930,31710,____ ____,3,,__,77520,13
,29931,31711,____ ____,4,,__,77439,18
,29932,31712,____ ____,3,,__,130317,16
,29933,31713,____ ____,3,,__,82627,19
,29934,31714,____ ____,4,,__,77480,20
,29935,31715,____ ____,4,,__,77628,18
,29936,31716,____ ____,4,,__,79058,20
,29937,31717,____ ____,4,,__,79055,20
,29938,31718,____ ____,4,,__,79581,22
,29939,31719,____ ____,3,,__,73206,17
,29940,31720,____ ____,4,,__,68281,15
,29941,31721,____ ____,3,,__,68291,16
,29943,31724,____ ____,4,,__,130125,17
,30146,31938,____ ____,5,,__,68527,21
,30147,31939,____ ____,4,,__,68535,18
,30148,31940,____ ____,4,,__,68536,18
,30167,31960,____ ____,4,,__,68544,16
,30169,31962,____ ____,1,,__,68542,6
,30179,31972,____ ____,5,,__,68531,17
,30180,31973,____ ____,5,,__,68533,17
,30314,32116,____ ____,4,,__,68543,18
,30764,32592,____ ____,1,,__,195254,16
,30980,32817,____ ____,2,,__,68529,9
,34057,36083,____ ____,4,,__,197325,19
,34058,36084,____ ____,5,,__,197319,13
,34059,36085,____ ____,1,,__,195176,16
,34060,36086,____ _______,1,,__,195173,20
,34061,36087,____ ____,3,,__,197320,17
,34062,36088,____ _______,1,,__,195168,27
,34063,36089,____ ____,5,,__,197308,24
,34064,36090,____ ____,1,,__,197317,15
,34065,36091,____ ____,6,,__,197318,24
,34066,36092,____ ____,5,,__,197321,18
,34067,36093,____ ____,1,,__,197314,21
,34068,36094,____ ____,1,,__,197315,21
,34069,36095,____ ____,1,,__,197316,18
,34070,36096,____ ____,4,,__,197307,12
,34071,36097,____ ____,1,,__,197324,12
,34072,36098,____ ____,4,,__,197305,19
,34073,36099,____ ____,4,,__,197306,12
,34074,36100,____ ____,3,,__,197322,17
,34075,36101,____ ____,3,,__,197309,17
,34076,36102,____ _______,1,,__,195175,16
,34077,36103,____ _______,1,,__,195172,16
,34078,36104,____ ____,1,,__,195177,19
,34079,36105,____ ____,6,,__,197313,17
,34080,36106,____ ____,1,,__,197323,17
,34081,36107,____ ____,3,,__,197312,17
,34082,36108,____ _______,1,,__,195170,12
,34083,36109,____ _____,1,,__,195174,14
,34084,36110,____ _______,1,,__,195171,17
,34085,36111,____ ____,3,,__,197311,15
,34086,36112,____ _______,1,,__,195169,17
,34087,36113,____ ____,4,,__,197327,12
,34088,36114,____ ____,3,,__,197310,15
,34089,36115,____ ____,3,,__,197326,15
,34090,36116,____ ____,3,,__,195219,10
,34091,36117,____ ____,1,,__,195188,19
,34092,36118,____ ____,1,,__,195184,16
,34093,36119,____ ____,17,____ ________,__,195190,71
,34094,36120,____ _______,1,,__,195191,17
,34095,36121,____ _______,1,,__,195192,93
,34096,36122,____ ____,22,____ ________,__,195189,93
,34097,36123,____ _____,3,,__,197332,12
,34098,36124,____ ____,1,,__,195193,12
,34099,36125,____ ____,1,,__,195179,14
,34100,36127,____ ____,1,,__,195185,17
,34101,36128,____ ____,1,,__,195194,15
,34102,36129,____ ____,4,,__,197329,20
,34103,36131,____ _______,1,,__,195187,15
,34104,36132,____ ____,1,,__,195186,4
,34105,36133,____ ____,1,,__,197330,8
,34119,36147,____ ____,1,,__,195202,4
,34120,36149,____ ____,1,,__,195183,21
,34121,36150,____ ____,1,,__,195200,15
,34122,36151,____ ____,3,,__,197333,14
,34123,36152,____ ____,1,,__,195180,16
,34124,36153,____ ____,1,,__,195182,17
,34125,36154,____ ____,1,,__,195196,16
,34126,36155,____ _______,1,,__,195198,16
,34127,36156,____ ____,1,,__,195197,13
,34128,36157,____ ____,1,,__,195199,10
,34129,36158,____ ______,1,,__,197335,16
,34152,36181,____ ____,1,,__,195221,18
,34157,36186,____ ____,1,,__,195203,4
,34158,36187,____ ____,1,,__,195201,16
,34160,36189,____ ____,1,,__,195220,16
,34161,36190,____ ____,1,,__,195195,15
,34162,36191,____ ____,3,,__,197334,13
,34163,36192,____ ____,1,,__,195181,15
,34562,36632,____ ____,2,,__,197413,8
,34563,36633,____ _____,1,,__,195256,19
,34564,36635,____ _______,1,,__,195279,14
,34565,36636,____ ____,1,,__,195251,9
,34566,36637,____ ____,1,,__,195252,9
,34567,36638,____ ____,1,,__,195295,16
,34568,36639,____ ____,3,,__,197407,16
,34569,36640,____ ____,3,,__,197343,15
,34570,36641,____ ____,5,,__,197344,22
,34571,36642,____ ____,5,,__,197345,22
,34572,36643,____ ____,5,,__,197346,22
,34573,36644,____ ____,4,,__,197351,20
,34574,36645,____ ____,3,,__,197354,16
,34575,36646,____ ____,4,,__,197355,16
,34576,36647,____ ____,3,,__,197356,16
,34577,36648,____ ____,4,,__,197379,21
,34578,36649,____ ____,3,,__,197381,13
,34579,36650,____ _____,2,,__,197385,11
,34580,36652,____ ____,7,,__,197405,17
,34581,36653,____ ____,7,,__,197408,3
,34582,36654,____ ____,5,,__,197406,24
,34583,36655,____ ____,7,,__,197412,3
,34584,36656,____ ____,7,,__,197377,15
,34585,36657,____ ____,4,,__,197416,15
,34586,36658,____ ____,4,,__,197420,20
,34587,36660,____ ____,4,,__,197366,14
,34588,36661,____ ____,1,,__,197371,6
,34589,36662,____ ____,3,,__,197372,18
,34590,36663,____ ____,3,,__,197374,14
,34591,36664,____ ____,3,,__,197409,21
,34593,36666,____ ____,1,,__,195303,17
,34595,36668,____ ____,1,,__,195304,4
,34596,36669,____ ____,4,,__,197350,18
,34597,36670,____ ____,4,,__,197352,20
,34598,36671,____ ____,4,,__,197353,17
,34599,36672,____ ____,3,,__,197358,14
,34600,36673,____ ____,4,,__,197359,22
,34601,36674,____ ____,4,,__,197383,15
,34602,36675,____ ____,4,,__,197384,13
,34603,36676,____ ____,4,,__,197389,13
,34604,36677,____ ____,4,,__,197391,14
,34605,36678,____ ____,4,,__,197393,17
,34606,36679,____ ____,3,,__,197394,14
,34607,36680,____ ____,3,,__,197395,11
,34608,36681,____ ____,3,,__,197396,16
,34609,36682,____ ____,3,,__,197397,14
,34610,36683,____ ____,1,,__,195309,20
,34611,36684,____ _______,1,,__,195310,17
,34614,36687,____ ____,1,,__,197342,18
,34615,36688,____ ____,1,,__,195283,16
,34616,36689,____ ____,4,,__,197347,16
,34617,36690,____ ____,4,,__,197348,15
,34620,36693,____ ____,1,,__,195296,22
,34621,36694,____ ____,1,,__,195297,18
,34623,36696,____ _______,1,,__,195308,16
,34624,36697,____ ____,1,,__,195285,19
,34625,36698,____ ____,1,,__,195286,19
,34626,36699,____ ____,1,,__,195287,16
,34627,36700,____ ____,4,,__,197375,14
,34628,36701,____ ____,4,,_____ ____ ______,197376,18
,34629,36702,____ ____,3,,_____ ____ ______,197378,18
,34630,36703,____ ____,4,,_____ ____ ______,197380,19
,34631,36704,____ ____,3,,__,197382,17
,34632,36705,____ ____,1,,__,195289,4
,34633,36706,____ ____,1,,__,195290,4
,34634,36707,____ ____,4,,__,197386,18
,34635,36708,____ ____,5,,__,197387,21
,34636,36709,____ ____,5,,__,197388,17
,34637,36710,____ ____,3,,__,197390,16
,34638,36711,____ ____,4,,__,197392,16
,34640,36713,____ ____,1,,__,195288,20
,34641,36714,____ ____,1,,__,195284,5
,34642,36715,____ ____,4,,__,197398,18
,34643,36716,____ ____,3,,__,197399,16
,34644,36717,____ ____,1,,__,195280,18
,34651,36724,____ ____,3,,__,197400,13
,34652,36725,____ ____,5,,__,197401,19
,34653,36726,____ ____,4,,_____ ____ ______,197410,19
,34654,36727,____ ____,3,,__,197411,17
,34655,36728,____ ____,4,,__,197417,19
,34656,36729,____ ____,4,,_____ ____ ______,197419,16
,34657,36730,____ ____,1,,__,195301,14
,34658,36731,____ ____,4,,__,197421,14
,34664,36737,____ _______,1,,__,195253,16
,34667,36740,____ ____,4,,__,197362,20
,34668,36741,____ ____,1,,__,197337,15
,34669,36742,____ ____,3,,__,197363,15
,34670,36743,____ ____,4,,__,197364,15
,34671,36744,____ ____,4,,__,197365,19
,34672,36745,____ ____,1,,__,195273,15
,34673,36746,____ ____,1,,__,195272,15
,34674,36747,____ ____,2,,__,197367,8
,34675,36748,____ ____,1,,__,195260,19
,34676,36749,____ ____,4,,__,197368,16
,34677,36750,____ ____,4,,__,197369,23
,34678,36751,____ ____,1,,__,195261,11
,34679,36753,____ ____,4,,__,197373,16
,34680,36754,____ ____,1,,__,195258,15
,34681,36755,____ ____,1,,__,195275,20
,34682,36756,____ ____,1,,__,195274,18
,34687,36761,____ ____,5,,__,197414,18
,34688,36762,____ ____,1,,__,195277,21
,34692,36766,____ ____,1,,__,195259,12
,34693,36767,____ ____,6,,__,197404,5
,34694,36768,____ ____,1,"___ ___ _""_ _______ _____",__,195270,5
,34695,36769,____ ____,4,,__,197415,13
,34696,36770,____ ____,4,,__,197418,14
,35178,37280,____ ____,1,,__,195276,15
,35180,37282,____ ____,1,,__,195302,17
,38330,40599,____ ____,1,,__,199611,14
,40529,23964,____ ____,3,,__,76176,18
,42971,25295,____ ____,2,,__,69417,10
,43031,24579,____ ____,5,,__,65809,18
,43032,65024,____ ____,4,,,350740,18
,43062,65136,____ ____,3,,,350877,14
,43334,28762,____ ____,4,,__,192392,14
,43335,28490,____ ____,3,,__,192303,14
,43466,65733,____ ____,5,,,351551,21
,43514,29557,____ ____,3,,__,193235,17
,43515,29556,____ ____,3,,__,193081,17
,43553,65700,____ ____,1,,,351515,14
,43613,23966,____ ____,3,,__,130286,18
,43614,23967,____ ____,3,,__,76182,18
,43680,24767,____ ____,1,,__,65728,4
,43681,25709,____ ____,1,,__,66252,16
,43690,24986,____ ____,3,,__,74533,11
,43691,23814,____ ____,2,,__,75672,14
,43835,28489,____ ____,3,,_____ ____ ______,192361,17
,43836,66191,____ ____,1,,,352067,17
,43865,24582,____ ____,2,,__,76298,8
,43888,22442,____ ____,4,,__,74180,15
,43968,36752,____ ____,1,,__,197370,4
,43972,22632,____ ____,2,,__,75428,9
,44266,24775,____ ____,1,,__,65733,14
,44267,29071,____ ____,2,,__,192603,5
,44450,36126,____ ____,2,,__,197331,16
,44451,36651,____ ____,4,,__,197403,16
,44595,28770,____ ____,4,,__,192366,17
,45001,30079,____ ____,3,,__,194153,16
,45023,23032,____ ____,1,,__,74243,17
,45076,27187,____ ____,3,,__,75264,18
,45091,24574,____ ____,3,,__,72992,13
,45105,24817,____ ____,1,,__,69864,14
,45109,25280,____ ____,3,,__,69533,12
,45112,25068,____ ____,3,,__,76931,15
,45114,23796,____ ____,1,,_____ ____ ______,75676,7
,45116,30679,____ ____,4,,__,73424,13
,45123,30654,____ ____,3,,__,51122,17
,45128,24934,____ ____,3,,__,69425,16
,45130,22833,____ ____,5,,__,66241,15
,45132,30840,____ ____,4,,__,69778,20
,45140,25496,____ ____,3,,__,69902,16
,45194,36130,____ ____,1,,__,197328,13
,45329,22760,____ ____,3,,__,65867,13
,45339,24920,____ ____,3,,__,72900,17
,45968,22720,____ ____,4,,__,74658,19
,45981,27599,____ ____,1,,__,75365,5
,46030,25404,____ ____,2,,__,76835,10
,46194,29321,____ ____,5,,__,193058,27
,46698,24343,____ ____,3,,_____ ____ ______,74549,18
,46699,68283,____ ____,4,,,354274,NaN
,46807,23909,____ ____,4,,_____ ____ ______,66271,17
,46835,30785,____ ____,4,,__,72910,15
,46843,23364,____ ____,4,,__,73004,12
,46844,29549,____ ____,4,,__,193068,12
,46845,30089,____ ____,4,,__,194159,12
,46941,28960,____ ____,2,,__,192665,8
,46946,29300,____ ____,3,,__,192928,14
,46979,31588,____ ____,4,,__,77515,12
,47010,30994,____ ____,2,,__,72898,11
