runningId,oid_mivne,id_binyan,t_sug_mivne,ms_komot,shem_mivne,t_amudim,id_binyan_orig,gova2009
,26267,27885,____ ____,3,,__,75218,16
,26268,27886,____ ____,4,,__,75205,21
,26269,27887,____ ____,4,,_____ ____ ______,75311,17
,26270,27888,____ ____,4,,_____ ____ ______,75204,18
,26271,27889,____ ____,3,,__,65909,16
,26272,27890,____ ____,5,,_____ ____ ______,74024,18
,26273,27891,____ ____,4,,__,75313,16
,26274,27892,____ ____,4,,__,75207,18
,26275,27893,____ ____,3,,__,65911,14
,26276,27894,____ ____,4,,_____ ____ ______,75206,17
,26277,27895,____ ____,3,,__,75227,12
,26278,27896,____ ____,3,,__,130255,18
,26279,27897,____ ____,4,,_____ ____ ______,74026,18
,26280,27898,____ ____,4,,__,65883,18
,26281,27899,____ ____,4,,__,75315,19
,26282,27900,____ ____,3,,__,75160,18
,26283,27901,____ ____,3,,__,65913,15
,26284,27902,____ ____,4,,_____ ____ ______,75158,18
,26285,27903,____ ____,3,,__,75229,13
,26286,27904,____ ____,5,,__,130209,24
,26287,27905,____ ____,4,,_____ ____ ______,75317,18
,26288,27906,____ ____,4,,_____ ____ ______,130253,18
,26289,27907,____ ____,5,,__,65884,18
,26290,27908,____ ____,5,,__,65915,18
,26291,27909,____ ____,5,,__,73045,22
,26292,27910,____ ____,3,,__,130254,16
,26293,27911,____ ____,4,,_____ ____ ______,75146,15
,26294,27912,____ ____,3,,__,75375,12
,26295,27913,____ ____,4,,_____ ____ ______,74042,18
,26296,27914,____ ____,4,,_____ ____ ______,73316,15
,26297,27915,____ ____,3,,__,75329,12
,26298,27916,____ ____,4,,_____ ____ ______,75161,14
,26299,27917,____ ____,5,,__,65917,18
,26300,27918,____ ____,4,,_____ ____ ______,75159,16
,26301,27919,____ ____,4,,_____ ____ ______,75157,17
,26302,27920,____ ____,4,,__,73047,18
,26303,27921,____ ____,4,,_____ ____ ______,75155,15
,26304,27922,____ ____,4,,_____ ____ ______,74044,16
,26305,27923,____ ____,3,,__,75321,13
,26306,27924,____ ____,3,,__,75226,10
,26307,27925,____ ____,4,,_____ ____ ______,75149,14
,26308,27926,____ ____,6,,__,65919,25
,26309,27927,____ ____,4,,_____ ____ ______,75147,14
,26310,27928,____ ____,4,,_____ ____ ______,75145,16
,26311,27929,____ ____,3,,__,75322,12
,26312,27930,____ ____,4,,_____ ____ ______,74177,17
,26313,27931,____ ____,3,,__,75228,10
,26314,27932,____ ____,4,,_____ ____ ______,74171,14
,26315,27933,____ ____,4,,_____ ____ ______,74169,19
,26316,27934,____ ____,4,,__,130226,21
,26317,27935,____ ____,3,,_____ ____ ______,75323,14
,26318,27936,____ ____,3,,_____ ____ ______,75230,11
,26319,27937,____ ____,4,,_____ ____ ______,74161,18
,26320,27938,____ ____,4,,_____ ____ ______,74159,17
,26321,27939,____ ____,4,,_____ ____ ______,74157,18
,26322,27940,____ ____,5,,_____ ____ ______,74155,16
,26323,27941,____ ____,3,,__,75335,12
,26324,27942,____ ____,3,,__,74147,17
,26325,27943,____ ____,4,,_____ ____ ______,74682,18
,26326,27944,____ ____,4,,_____ ____ ______,74680,18
,26327,27945,____ ____,5,,__,65906,16
,26328,27946,____ ____,4,,_____ ____ ______,130251,18
,26329,27947,____ ____,4,,_____ ____ ______,85678,17
,26330,27948,____ ____,5,,_____ ____ ______,74015,12
,26331,27949,____ ____,5,,__,73726,16
,26332,27950,____ ____,4,,__,75757,19
,26333,27951,____ ____,4,,_____ ____ ______,73940,15
,26334,27952,____ ____,3,,__,73898,13
,26335,27953,____ ____,4,,_____ ____ ______,73925,18
,26336,27954,____ ____,2,,__,75355,13
,26337,27955,____ ____,5,,__,66301,26
,26338,27956,____ ____,5,,_____ ____ ______,73923,19
,26339,27957,____ ____,4,,_____ ____ ______,73921,18
,26340,27958,____ ____,4,,__,74118,16
,26341,27959,____ ____,3,,__,73781,18
,26342,27960,____ ____,4,,_____ ____ ______,73775,18
,26839,28486,____ ____,1,,__,192284,10
,26840,28487,____ ____,6,,__,192288,26
,26841,28488,____ ____,4,,_____ ____ ______,192294,17
,26842,28491,____ ____,1,____ ___ __,__,192305,7
,26858,28509,____ ____,1,,__,192326,21
,26862,28513,____ ____,4,,__,192300,13
,26863,28514,____ ____,1,,__,192304,14
,26867,28519,____ ____,4,,__,192348,21
,26868,28520,____ ____,4,,__,192349,21
,26869,28521,____ ____,4,,__,192351,17
,26870,28522,____ ____,3,,__,192356,25
,26874,28526,____ ____,1,,__,192285,10
,26875,28527,____ ____,5,,__,192353,21
,26878,28530,____ ____,4,,__,192350,13
,26879,28531,____ ____,1,,__,192281,14
,26880,28532,____ ____,4,,_____ ____ ______,192358,18
,26881,28533,____ ____,1,,__,192301,12
,26882,28534,____ ____,1,,__,192302,12
,26884,28536,____ ____,1,,__,192307,4
,26888,28540,____ ____,1,,__,192275,17
,26889,28541,____ ____,1,,__,192277,3
,26890,28542,____ ____,4,,__,192359,18
,26891,28543,____ ____,4,,__,192360,17
,26892,28544,____ ____,1,,__,192280,8
,26895,28547,____ ____,1,,__,192286,18
,26896,28548,____ ____,5,,__,192352,20
,26897,28549,____ ____,1,,__,192278,16
,26898,28550,____ ____,5,,__,192357,17
,26899,28551,____ ____,1,,__,192276,17
,26901,28553,____ ____,1,,__,192283,40
,26902,28554,____ ____,1,,__,192297,4
,26904,28556,____ ____,1,,__,192296,16
,26905,28557,____ ____,1,,__,192287,17
,26906,28558,____ ____,1,,__,192273,17
,26907,28559,____ ____,3,,__,192362,17
,26908,28560,____ ____,1,,__,192274,13
,26912,28564,____ ____,1,,__,192279,12
,27057,28714,____ ____,1,,__,192295,6
,27063,28720,____ ____,1,,__,192289,20
,27086,28747,____ ____,3,,__,192375,17
,27101,28765,____ ____,5,,_____ ____ ______,192374,21
,27102,28766,____ ____,3,,__,192387,13
,27103,28767,____ ____,8,,__,192388,29
,27104,28768,____ ____,3,,__,192390,13
,27105,28769,____ ____,7,,__,192364,24
,27106,28771,____ ____,5,,__,192367,22
,27107,28772,____ ____,3,,__,192372,18
,27108,28773,____ ____,6,,__,192373,24
,27109,28774,____ ____,5,,__,192389,19
,27110,28775,____ ____,5,,__,192393,22
,27111,28776,____ ____,3,,__,192365,16
,27123,28790,____ ____,1,,__,192549,18
,27124,28791,____ ____,1,,__,192550,18
,27125,28792,____ ____,4,,_____ ____ ______,192641,13
,27127,28794,____ ____,10,,__,192630,37
,27128,28796,____ ____,4,,__,192615,22
,27136,28804,____ ____,1,,__,192559,17
,27137,28805,____ ____,1,,__,192560,17
,27152,28821,____ ____,5,,__,192650,20
,27191,28860,____ ____,5,____ ____,__,192634,22
,27205,28874,____ ____,1,,__,192625,17
,27225,28894,____ ____,4,,_____ ____ ______,192640,19
,27231,28900,____ ____,4,,_____ ____ ______,192691,17
,27232,28901,____ ____,1,,__,192618,11
,27235,28904,____ ____,1,,__,192653,8
,27237,28906,____ ____,3,,_____ ____ ______,192654,8
,27239,28908,____ ____,4,,__,192688,20
,27240,28909,____ ____,4,,_____ ____ ______,192692,17
,27241,28910,____ ____,3,,__,192695,16
,27243,28912,____ ____,2,,__,192697,9
,27246,28916,____ ____,5,,__,192701,16
,27251,28921,____ ____,1,,__,192574,4
,27253,28923,____ ____,1,,__,192647,4
,27256,28926,____ ____,1,,__,192573,3
,27262,28932,____ ____,1,,__,192629,5
,27263,28933,____ ____,1,,__,192567,38
,27265,28935,____ ____,10,,__,192631,38
,27268,28938,____ ____,4,,_____ ____ ______,192632,14
,27269,28939,____ ____,5,,__,192643,22
,27270,28940,____ ____,4,,__,192644,20
,27271,28941,____ ____,4,,__,192568,18
,27272,28942,____ ____,4,,__,192645,18
,27273,28943,____ ____,5,,_____ ____ ______,192646,14
,27277,28947,____ ____,6,,__,192667,14
,27278,28948,____ ____,1,,__,192566,19
,27279,28949,____ ____,5,,__,192702,15
,27280,28950,____ ____,4,,_____ ____ ______,192546,13
,27282,28952,____ ____,4,,__,192713,18
,27284,28954,____ ____,5,,__,192652,19
,27285,28955,____ ____,4,,__,192583,19
,27288,28959,____ ____,1,,__,192587,18
,27292,28964,____ ____,5,,__,192699,17
,27295,28967,____ ____,1,,__,192561,21
,27359,29032,____ ____,4,,_____ ____ ______,192709,13
,27362,29035,____ ____,4,,_____ ____ ______,192649,17
,27363,29036,____ ____,4,,__,192651,15
,27366,29039,____ ____,1,,__,192591,3
,27368,29041,____ ____,1,,__,192668,4
,27372,29045,____ ____,1,,__,192570,19
,27375,29049,____ ____,2,,__,192693,7
,27376,29052,____ ____,4,,_____ ____ ______,192696,13
,27377,29053,____ ____,1,,__,192580,13
,27382,29058,____ ____,4,,_____ ____ ______,192698,17
,27383,29059,____ ____,1,,__,192700,14
,27384,29060,____ ____,1,,__,192596,11
,27390,29066,____ ____,3,,_____ ____ ______,192708,16
,27391,29067,____ ____,1,,__,192617,28
,27392,29068,____ ____,4,,__,192655,16
,27395,29072,____ ____,4,,__,192705,20
,27396,29073,____ ____,4,,__,192706,19
,27401,29078,____ ____,4,,__,192703,16
,27402,29079,____ ____,1,,__,192593,14
,27405,29082,____ ____,3,,__,192606,15
,27406,29083,____ ____,1,,__,192707,15
,27407,29084,____ ____,1,,__,192621,16
,27408,29085,____ ____,1,,__,192594,3
,27409,29086,____ ____,6,,__,192738,29
,27411,29088,____ ____,4,,__,192751,25
,27443,29122,____ ____,4,,__,192903,19
,27464,29143,____ ____,1,,__,192879,10
,27465,29144,____ ____,1,,__,192878,31
,27466,29145,____ ____,1,,__,192880,10
,27467,29146,____ ____,1,,__,192894,10
,27468,29147,____ ____,1,,__,192877,31
,27469,29148,____ ____,7,,__,192895,31
,27470,29149,____ ____,1,,__,192881,31
,27471,29150,____ ____,1,,__,192882,31
,27472,29151,____ ____,1,,__,192896,10
,27473,29152,____ ____,7,,__,192716,29
,27475,29154,____ ____,1,,__,192906,7
,27476,29155,____ ____,3,,__,192927,11
,27477,29156,____ ____,2,,__,192944,8
,27492,29173,____ ____,4,,__,192884,17
,27506,29187,____ ____,4,,__,192886,17
,27517,29198,____ ____,7,,__,192715,29
,27518,29199,____ ____,6,,__,192714,16
,27524,29205,____ ____,1,,__,192724,18
,27526,29207,____ ____,2,,__,192929,8
,27528,29210,____ ____,4,,__,192920,22
,27586,29268,____ ____,3,,__,192901,17
,27587,29269,____ ____,4,,__,192921,20
,27588,29270,____ ____,1,,__,192752,20
,27589,29271,____ ____,4,,__,192922,23
,27594,29276,____ ____,4,,__,192717,8
,27598,29280,____ ____,1,,__,192718,6
,27601,29283,____ ____,1,,__,192734,13
,27602,29284,____ ____,4,,__,192943,21
,27603,29285,____ ____,1,,__,192749,12
,27604,29286,____ ____,4,,__,192883,17
,27605,29287,____ ____,4,,__,192885,17
,27607,29289,____ ____,5,,__,192904,24
,27608,29290,____ ____,1,,__,192905,7
,27610,29292,____ ____,1,,__,192737,16
,27613,29295,____ ____,2,,_____ ____ ______,192728,6
,27614,29296,____ ____,3,,__,192919,16
,27620,29304,____ ____,1,,__,192735,23
,27621,29305,____ ____,6,,__,192942,28
,27631,29316,____ ____,5,,__,192988,20
,27634,29320,____ ____,4,,__,193027,16
,27657,29344,____ ____,1,,__,193025,24
,27658,29345,____ ____,4,,__,193028,19
,27659,29346,____ ____,1,,__,193040,28
,27661,29348,____ ____,1,,__,192991,17
,27662,29349,____ ____,22,,__,192961,74
,27679,29366,____ ____,3,,__,193057,17
,27680,29374,____ ____,1,,__,192949,18
,27681,29375,____ ____,1,,__,192967,5
,27682,29376,____ ____,1,,__,192971,3
,27683,29377,____ ____,1,,__,193022,9
,27684,29378,____ ____,8,,__,192965,30
,27686,29380,____ ____,1,,__,193019,18
,27687,29381,____ ____,1,,__,192963,10
,27688,29383,____ ____,3,,__,192948,15
,27689,29384,____ ____,1,,__,192973,21
,27690,29385,____ ____,1,,__,192972,12
,27691,29386,____ ____,3,,__,193023,26
,27692,29387,____ ____,1,,__,193018,18
,27693,29388,____ ____,4,,__,193059,17
,27708,29404,____ ____,4,,__,192977,15
,27712,29408,____ ____,1,,__,193026,15
,27713,29409,____ ____,1,,__,193024,24
,27715,29411,____ ____,1,,__,193020,14
,27716,29412,____ ____,3,,__,193021,15
,27720,29416,____ ____,1,,__,192953,3
,27721,29417,____ ____,1,,__,192962,6
,27722,29418,____ ____,1,,__,192548,17
,27723,29419,____ ____,1,,__,192984,33
,27724,29420,____ ____,1,,__,192985,33
,27726,29422,____ ____,1,,__,192622,15
,27739,29436,____ ____,1,,__,192950,9
,27750,29447,____ ____,5,,__,193142,20
,27753,29451,____ ____,7,,__,193085,11
,27754,29452,____ ____,7,,__,193239,11
,27755,29453,____ ____,4,,__,193181,16
,27764,29463,____ ____,1,,__,193130,18
,27765,29464,____ ____,5,,__,193088,20
,27766,29465,____ ____,5,,__,193242,20
,27770,29469,____ ____,1,,__,193193,28
,27771,29470,____ ____,1,,__,193191,21
,27772,29471,____ ____,1,,__,193140,15
,27775,29474,____ ____,3,,__,193067,12
,27776,29475,____ ____,3,,__,193221,12
,27789,29488,____ ____,1,,__,193179,24
,27790,29489,____ ____,6,,__,193074,13
,27791,29490,____ ____,6,,__,193228,13
,27792,29491,____ ____,4,,__,193182,19
,27793,29492,____ ____,1,,__,193194,28
,27795,29494,____ ____,1,,__,193145,17
,27796,29495,____ ____,6,,__,193087,23
,27797,29496,____ ____,6,,__,193241,23
,27798,29497,____ ____,22,,__,193115,74
,27799,29498,____ ____,3,,__,193100,20
,27800,29499,____ ____,3,,__,193254,20
,27801,29500,____ ____,17,,__,193077,66
,27808,29507,____ ____,17,,__,193231,66
,27811,29510,____ ____,1,,__,193105,3
,27812,29511,____ ____,1,,__,193106,3
,27813,29512,____ ____,4,,__,193079,22
,27814,29513,____ ____,4,,__,193233,22
,27815,29514,____ ____,5,,__,193080,22
,27816,29515,____ ____,5,,__,193234,22
,27817,29516,____ ____,1,,__,193192,18
,27818,29517,____ ____,4,,__,193084,14
,27819,29518,____ ____,4,,__,193238,14
,27820,29519,____ ____,1,,__,193096,33
,27821,29520,____ ____,1,,__,193250,33
,27822,29521,____ ____,1,,__,193141,17
,27823,29522,____ ____,8,____ ____ ___,__,193071,79
,27825,29524,____ ____,8,____ ____ ___,__,193225,79
,27826,29525,____ ____,8,____ __ __ ____,__,193101,30
,27828,29527,____ ____,8,____ __ __ ____,__,193255,30
,27830,29529,____ ____,1,,__,193132,21
,27831,29530,____ ____,1,,__,193128,24
,27832,29531,____ ____,3,,__,193095,15
,27833,29532,____ ____,3,,__,193249,15
,27834,29533,____ ____,1,,__,193143,32
,27835,29534,____ ____,3,,__,193211,17
,27836,29542,____ ____,1,,__,193103,18
,27838,29544,____ ____,1,,__,193121,5
,27841,29547,____ ____,1,,__,193125,3
,27843,29551,____ ____,1,,__,193176,9
,27845,29554,____ ____,4,,__,193076,19
,27846,29555,____ ____,4,,__,193230,19
,27847,29558,____ ____,3,,__,193082,14
,27848,29559,____ ____,3,,__,193236,14
,27849,29560,____ ____,1,,__,193173,18
,27850,29561,____ ____,1,,__,193117,10
,27851,29563,____ ____,3,,__,193102,15
,27852,29564,____ ____,3,,__,193089,15
,27853,29565,____ ____,3,,__,193243,15
,27854,29566,____ ____,1,,__,193127,21
,27855,29567,____ ____,6,,__,193094,21
,27856,29568,____ ____,6,,__,193248,21
,27857,29569,____ ____,1,,__,193126,12
,27858,29571,____ ____,3,,__,193177,26
,27859,29572,____ ____,1,,__,193252,26
,27860,29573,____ ____,1,,__,193172,18
,27861,29574,____ ____,4,,__,193213,17
,27862,29575,____ ____,3,,__,193060,19
,27863,29576,____ ____,3,,__,193214,19
,27864,29577,____ ____,1,,__,193135,19
,27865,29578,____ ____,3,,__,193061,15
,27866,29579,____ ____,3,,__,193215,15
,27867,29580,____ ____,3,,__,193062,17
,27868,29581,____ ____,3,,__,193216,17
,27869,29582,____ ____,3,,__,193078,17
,27870,29583,____ ____,3,,__,193232,17
,27871,29584,____ ____,3,,__,193063,15
,27872,29585,____ ____,3,,__,193217,15
,27873,29586,____ ____,4,,__,193064,16
,27874,29587,____ ____,4,,__,193218,16
,27875,29588,____ ____,1,,__,193134,15
,27876,29589,____ ____,1,,__,193133,13
,27877,29590,____ ____,1,,__,193137,22
,27878,29591,____ ____,1,,__,193136,15
,27887,29601,____ ____,1,,__,193122,5
,27888,29602,____ ____,1,,__,193123,5
,27889,29603,____ ____,1,___ ___ __ ______,__,193124,7
,27893,29607,____ ____,4,,__,193131,15
,27894,29608,____ ____,1,,__,193144,18
,27895,29609,____ ____,4,,__,193075,3
,27896,29610,____ ____,4,,__,193229,3
,27897,29611,____ ____,6,,__,193083,15
,27898,29612,____ ____,6,,__,193237,15
,27899,29613,____ ____,1,,__,193184,5
,27901,29615,____ ____,1,,__,193180,15
,27902,29616,____ ____,1,,__,193178,24
,27903,29617,____ ____,1,,__,193070,20
,27904,29618,____ ____,1,,__,193224,20
,27908,29622,____ ____,6,,__,193069,21
,27909,29623,____ ____,6,,__,193223,21
,27910,29624,____ ____,1,,__,193174,14
,27911,29625,____ ____,1,,__,193086,15
,27912,29626,____ ____,3,,__,193175,15
,27913,29627,____ ____,1,,__,193240,15
,27921,29635,____ ____,3,,__,193362,10
,27944,29661,____ ____,5,,__,193379,21
,27945,29662,____ ____,5,,__,193308,21
,28312,30047,____ ____,1,,__,193107,3
,28313,30048,____ ____,1,,__,193116,6
,28320,30055,____ ____,1,,__,193138,33
,28321,30056,____ ____,1,,__,193139,33
,28331,30067,____ ____,1,,__,193104,9
,28337,30073,____ ____,4,,__,74421,17
,28338,30074,____ ____,4,,__,74420,17
,28339,30075,____ ____,3,,__,74896,15
,28340,30076,____ ____,3,,__,60704,15
,28341,30077,____ ____,3,,__,74405,24
,28342,30078,____ ____,4,,__,74759,20
,28343,30080,____ ____,1,,__,193923,4
,28344,30081,____ ____,3,,_____ ____ ______,194152,14
,28345,30082,____ ____,3,,__,74403,24
,28346,30083,____ ____,1,,__,74235,4
,28351,30088,____ ____,7,,__,194155,29
,28352,30090,____ ____,1,,__,194158,6
,28490,30233,____ ____,5,,__,193948,17
,28491,30234,____ ____,4,,__,193945,24
,28492,30235,____ ____,5,,__,193924,18
,28505,30248,____ ____,3,,__,193972,12
,28506,30249,____ _______,1,,__,193931,18
,28507,30250,____ ____,1,,__,193929,3
,28527,30273,____ ____,5,,__,193954,8
,28529,30275,____ ____,1,,__,193925,11
,28530,30276,____ ____,1,,__,193926,7
,28531,30278,____ _______,1,,__,193934,19
,28532,30279,____ ____,4,,__,193940,19
,28533,30280,____ ____,5,,_____ ____ ______,193942,19
,28534,30281,____ ____,4,,_____ ____ ______,193943,18
,28535,30282,____ ____,5,,__,193910,17
,28536,30283,____ ____,6,,__,193953,13
,28539,30286,____ ____,4,,__,194009,18
,28541,30288,____ ____,1,,__,193928,3
,28542,30289,____ ____,3,,__,193946,16
,28544,30291,____ ____,4,,_____ ____ ______,193939,16
,28545,30292,____ ____,5,,_____ ____ ______,193977,15
,28598,30345,____ ____,1,,__,193921,12
,28599,30346,____ ____,1,,__,193918,8
,28609,30356,____ ____,8,,__,193969,17
,28610,30357,____ ____,1,,__,193909,14
,28617,30364,____ ____,6,,__,193944,24
,28862,30629,____ ____,1,,__,76720,19
,28863,30630,____ ____,5,,_____ ____ ______,56333,18
,28864,30631,____ ____,5,,_____ ____ ______,69793,18
,28871,30638,____ ____,5,,__,69792,29
,28872,30639,____ ____,5,,__,69790,29
,28873,30640,____ ____,1,,__,55810,29
,28874,30641,____ ____,5,,__,74607,13
,28876,30643,____ ____,4,,_____ ____ ______,69595,19
,28877,30644,____ ____,4,,_____ ____ ______,76731,17
,28878,30645,____ ____,4,,_____ ____ ______,76718,18
,28879,30646,____ ____,4,,_____ ____ ______,76730,18
,28880,30647,____ ____,4,,_____ ____ ______,76733,17
,28881,30648,____ ____,4,,_____ ____ ______,76732,19
,28882,30649,____ ____,4,,_____ ____ ______,76723,17
,28883,30650,____ ____,4,,_____ ____ ______,76735,19
,28884,30651,____ ____,4,,__,130304,18
,28885,30652,____ ____,4,,__,76734,16
,28886,30653,____ ____,5,,_____ ____ ______,76777,20
,28887,30655,____ ____,3,,__,51121,13
,28888,30656,____ ____,4,,__,69784,19
,28889,30657,____ ____,4,,__,76008,14
,28890,30658,____ ____,4,,__,77921,14
,28891,30659,____ ____,3,,__,74604,13
,28892,30660,____ ____,3,,__,69791,18
,28893,30661,____ ____,3,,__,69789,17
,28894,30662,____ ____,3,,__,74601,12
,28895,30663,____ ____,1,,__,76614,16
,28898,30666,____ ____,6,,__,51119,25
,28899,30667,____ ____,4,,__,76498,18
,28900,30668,____ ____,4,,__,76500,18
,28902,30670,____ ____,4,,__,74575,17
,28903,30671,____ ____,1,___ ____ _____,__,50862,17
,28904,30673,____ ____,4,,__,74577,17
,28906,30675,____ ____,3,,__,76692,16
,28907,30676,____ ____,3,,__,73426,12
,28908,30677,____ ____,4,,_____ ____ ______,76580,19
,28909,30678,____ ____,3,,__,77043,16
,28910,30680,____ ____,3,,__,74599,18
,28911,30681,____ ____,4,,__,76581,13
,28912,30682,____ ____,4,,__,69755,18
,28913,30683,____ ____,4,,__,74597,16
,28914,30684,____ ____,4,,__,76583,18
,28915,30685,____ ____,4,,__,76540,17
,28916,30686,____ ____,4,,__,74587,14
,28917,30687,____ ____,5,,__,76545,21
,28918,30688,____ ____,4,,__,76516,18
,28919,30689,____ ____,3,,__,76523,16
,28920,30690,____ ____,3,,__,74573,18
,28921,30691,____ ____,4,,__,74571,16
,28922,30692,____ ____,3,,__,74569,19
,28923,30693,____ ____,4,,__,73427,17
,28924,30694,____ ____,4,,__,76535,16
,28925,30695,____ ____,5,,__,72963,27
,28926,30696,____ ____,1,,__,50866,14
,28927,30697,____ ____,6,,__,72965,27
,28928,30698,____ ____,5,,__,76505,20
,28929,30699,____ ____,6,,__,76514,20
,28930,30700,____ ____,4,,__,56746,18
,28931,30701,____ ____,4,,__,76503,20
,28932,30702,____ ____,5,,__,72959,16
,28933,30703,____ ____,3,,__,72961,14
,28934,30704,____ ____,4,,__,130201,15
,28935,30705,____ ____,4,,__,72951,19
,28936,30706,____ ____,2,,__,76489,9
,28937,30707,____ ____,5,,__,76490,20
,28938,30708,____ ____,3,,__,76486,16
,28939,30709,____ ____,3,,__,76487,11
,28940,30710,____ ____,4,,__,76513,18
,28941,30711,____ ____,5,,__,76515,18
,28942,30712,____ ____,3,,__,74560,11
,28943,30713,____ ____,3,,__,74562,17
,28944,30714,____ ____,5,,__,74554,18
,28945,30715,____ ____,5,,__,74556,19
,28946,30716,____ ____,3,,__,74558,19
,28947,30717,____ ____,4,,__,69760,16
,28948,30718,____ ____,3,,__,69753,18
,28949,30719,____ ____,3,,__,69751,14
,28950,30720,____ ____,4,,__,69749,19
,28951,30721,____ ____,5,,__,69747,21
,28952,30722,____ ____,3,,__,76488,19
,28953,30723,____ ____,4,,__,76536,16
,28954,30724,____ ____,4,,__,76491,14
,28955,30725,____ ____,4,,__,76493,18
,28956,30726,____ ____,4,,__,76492,18
,28957,30727,____ ____,4,,__,130200,17
,28958,30728,____ ____,4,,_____ ____ ______,130298,19
,28959,30729,____ ____,5,,__,72968,16
,28960,30730,____ ____,5,,__,72914,18
,28961,30731,____ ____,4,,__,72912,17
,28962,30732,____ ____,4,,__,72918,19
,28963,30733,____ ____,4,,__,72924,20
,28964,30734,____ ____,4,,__,72926,20
,28965,30735,____ ____,4,,__,76792,19
,28966,30736,____ ____,3,,__,76794,15
,28967,30737,____ ____,3,,__,76796,14
,28968,30738,____ ____,5,,__,72916,22
,28969,30739,____ ____,3,,__,76798,16
,28970,30740,____ ____,3,,__,76799,15
,28971,30741,____ ____,4,,__,77027,18
,28972,30742,____ ____,3,,__,76800,14
,28973,30743,____ ____,4,,__,76801,17
,28974,30744,____ ____,3,,__,77029,13
,28975,30745,____ ____,4,,__,76802,17
,28976,30746,____ ____,4,,__,76803,17
,28977,30747,____ ____,4,,__,77030,18
,28978,30748,____ ____,4,,__,76804,20
,28979,30749,____ ____,3,,__,77032,18
,28980,30750,____ ____,4,,__,76806,17
,28981,30751,____ ____,3,,__,130307,17
,28982,30752,____ ____,4,,__,76808,17
,28983,30753,____ ____,4,,__,69758,19
,28984,30754,____ ____,4,,__,73403,22
,28986,30756,____ ____,1,,__,76608,14
,28987,30757,____ ____,3,,__,76607,14
,28988,30758,____ ____,4,,_____ ____ ______,69592,19
,28989,30759,____ ____,4,,_____ ____ ______,69590,17
,28990,30760,____ ____,3,,__,69587,16
,28991,30761,____ ____,3,,__,69584,16
,28992,30762,____ ____,3,,__,69581,18
,28993,30763,____ ____,3,,__,69579,17
,28994,30764,____ ____,4,,__,69571,14
,28995,30765,____ ____,6,,__,76559,22
,28996,30766,____ ____,3,,__,69577,17
,28997,30767,____ ____,3,,__,69576,16
,28998,30768,____ ____,4,,_____ ____ ______,76705,18
,28999,30769,____ ____,4,,__,69568,20
,29000,30770,____ ____,4,,_____ ____ ______,76717,20
,29001,30771,____ ____,3,,__,76704,15
,29002,30772,____ ____,4,,__,69564,18
,29003,30773,____ ____,4,,__,69574,17
,29004,30774,____ ____,4,,__,69566,19
,29005,30775,____ ____,5,,_____ ____ ______,76605,21
,29006,30776,____ ____,3,,__,73400,19
,29007,30777,____ ____,1,,__,77024,4
,29008,30778,____ ____,3,,__,76561,10
,29009,30779,____ ____,3,,__,76604,17
,29010,30780,____ ____,4,,_____ ____ ______,76707,17
,29011,30781,____ ____,4,,__,77018,16
,29012,30782,____ ____,4,,_____ ____ ______,76706,20
,29013,30783,____ ____,3,,__,73406,16
,29014,30784,____ ____,1,,__,50926,18
,29015,30786,____ ____,4,,_____ ____ ______,76719,20
,29016,30787,____ ____,3,,__,76791,14
,29017,30788,____ ____,3,,__,76562,15
,29018,30789,____ ____,3,,__,76790,15
,29019,30790,____ ____,4,,__,77026,16
,29020,30791,____ ____,4,,__,73402,16
,29021,30792,____ ____,4,,__,77019,17
,29022,30793,____ ____,3,,__,76606,18
,29023,30794,____ ____,4,,_____ ____ ______,76709,17
,29024,30795,____ ____,4,,__,73408,16
,29025,30796,____ ____,4,,_____ ____ ______,76708,19
,29026,30797,____ ____,4,,__,77028,16
,29027,30798,____ ____,3,,__,76610,16
,29028,30799,____ ____,3,,__,76564,16
,29029,30800,____ ____,3,,__,76793,17
,29030,30801,____ ____,4,,_____ ____ ______,76774,18
,29031,30802,____ ____,4,,__,73405,17
,29032,30803,____ ____,3,,__,77021,16
,29033,30804,____ ____,4,,_____ ____ ______,76772,18
,29034,30805,____ ____,4,,__,76609,18
,29035,30806,____ ____,4,,__,73410,17
,29036,30807,____ ____,4,,__,130303,18
,29037,30808,____ ____,3,,__,76567,14
,29038,30809,____ ____,4,,_____ ____ ______,76770,16
,29039,30810,____ ____,5,,__,73407,20
,29040,30811,____ ____,3,,__,76568,17
,29041,30812,____ ____,4,,__,77031,14
,29042,30813,____ ____,3,,__,73412,16
,29043,30814,____ ____,3,,__,130306,17
,29044,30815,____ ____,4,,_____ ____ ______,76775,18
,29045,30816,____ ____,3,,__,77025,15
,29046,30817,____ ____,5,,_____ ____ ______,76773,19
,29047,30818,____ ____,4,,__,76572,17
,29048,30819,____ ____,3,,_____ ____ ______,73411,19
,29049,30820,____ ____,4,,_____ ____ ______,69785,18
,29050,30821,____ ____,4,,_____ ____ ______,73416,17
,29051,30822,____ ____,4,,__,76571,17
,29052,30823,____ ____,4,,__,76618,15
,29053,30824,____ ____,4,,_____ ____ ______,69781,18
,29054,30826,____ ____,3,,__,73413,18
,29055,30827,____ ____,3,,__,76574,20
,29056,30828,____ ____,4,,__,77037,17
,29057,30829,____ ____,3,,__,76573,19
,29058,30830,____ ____,3,,__,73418,17
